Waterbody,StationDesc,Storet,DateCollected,County,Smplid,AlgalGroup,Genus,Species,Cell Density,Unit Density,Biovolume,Lat,Long
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/25/19,Chowan,13154-2019,Chlorophyta,Pandorina,morum,581,36,104,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/25/19,Chowan,13154-2019,Cyanobacteria,Planktolyngbya,undulata,944,73,1,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/25/19,Chowan,13154-2019,Cyanobacteria,Polycystis,firma,2541,182,0,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/25/19,Chowan,13154-2019,Pyrrhophyta,Prorocentrum,minimum,36,36,17,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/25/19,Chowan,13154-2019,Cyanobacteria,Pseudanabaena,spp.,3195,290,32,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/25/19,Chowan,13154-2019,Chlorophyta,Scenedesmus,quadricauda,218,73,11,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/25/19,Chowan,13154-2019,Chlorophyta,Scenedesmus,bijuga,73,36,4,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/25/19,Chowan,13154-2019,Bacillariophyceae,Synedra,spp.,73,73,6,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/25/19,Chowan,13154-2019,Euglenophyta,Trachelomonas,spp.,508,508,1168,36.20983,-76.72677
Chowan River,Chowan Riv at CM 7 at Colerain,D8950000,09/25/19,Chowan,13154-2019,Bacillariophyceae,Undetermined centric,spp.,581,581,81,36.20983,-76.72677
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Cyanobacteria,Anabaena,spiroides,4744,242,308,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Ankistrodesmus,fusiformis,194,97,18,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Cyanobacteria,Aphanizomenon,spp.,3679,194,52,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Cyanobacteria,Aphanocapsa,delicatissima,40470,1065,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Bacillariophyceae,Aulacoseira,spp.,1646,145,329,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Cyanobacteria,Chroococcus,spp.,17282,2469,9,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Coelastrum,spp.,2033,533,61,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Cosmarium,spp.,48,48,12,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Crucigenia,crucifera,48,48,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Cyanobacteria,Cylindrospermopsis,raciborskii,12877,1840,90,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chrysophyceae,Dinobryon,spp.,48,48,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Golenkinia,radiata,48,48,5,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Kirchneriella,species,2082,387,21,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Cryptophyta,Komma,caudata,48,48,5,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Micractinium,pusillum,1162,48,35,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Pediastrum,spp.,387,48,50,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Pyrrhophyta,Peridiniella,danica,97,97,58,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Cyanobacteria,Planktolyngbya,undulata,1888,242,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Cyanobacteria,Polycystis,firma,26335,775,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Cyanobacteria,Pseudanabaena,spp.,34709,3098,347,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Bacillariophyceae,Rhizosolenia,spp.,339,339,34,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Scenedesmus,bicaudatus,629,194,31,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Scenedesmus,quadricauda,290,145,14,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Scenedesmus,bijuga,823,339,41,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Pyrrhophyta,Scrippsiella,trochoidea,48,48,33,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Bacillariophyceae,Skelotonema,potamos,629,48,38,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Spermatozoopsis,exultans,97,97,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Bacillariophyceae,Synedra,spp.,242,242,19,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chrysophyceae,Synura,spp.,97,48,39,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Tetraedron,minimum,97,97,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Tetraedron,trigonum,194,194,8,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Chlorophyta,Tetrastrum,heterocanthum,387,97,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Bacillariophyceae,Thalassiosira,nordenskioldii,194,97,153,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Euglenophyta,Trachelomonas,spp.,533,533,1226,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13279-2019,Bacillariophyceae,Undetermined centric,spp.,1259,1259,176,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Cyanobacteria,Anabaena,spiroides,1525,109,99,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Bacillariophyceae,Aulacoseira,spp.,3485,581,697,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Chlorophyta,Chlorogonium,spp.,36,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Cyanobacteria,Chroococcus,spp.,436,73,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Chlorophyta,Coelastrum,spp.,145,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Cryptophyta,Cryptomonas,spp.,73,73,95,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Cyanobacteria,Cylindrospermopsis,raciborskii,762,109,5,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Chrysophyceae,Dinobryon,spp.,73,73,5,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Pyrrhophyta,Karlodinium,veneficum,36,36,5,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Cryptophyta,Komma,caudata,399,399,40,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Chrysophyceae,Mallomonas,caudata,73,73,64,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Cyanobacteria,Pseudanabaena,spp.,218,36,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Chlorophyta,Pteromonas,spp.,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Chlorophyta,Scenedesmus,bijuga,145,36,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Pyrrhophyta,Scrippsiella,trochoidea,36,36,25,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Chlorophyta,Staurastrum,spp.,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Chlorophyta,Tetrastrum,heterocanthum,145,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Euglenophyta,Trachelomonas,spp.,871,871,2003,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,09/25/19,CHOWAN,13280-2019,Bacillariophyceae,Undetermined centric,spp.,399,399,56,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Cyanobacteria,Aphanizomenon,spp.,2905,48,41,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Bacillariophyceae,Aulacoseira,spp.,823,242,165,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Cyanobacteria,Chroococcus,spp.,5422,242,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Prymnesiophyceae,Chrysochromulina,spp.,145,145,76,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Chlorophyta,Coelastrum,spp.,290,97,9,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Chlorophyta,Crucigenia,fenestrata,194,48,12,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Chlorophyta,Crucigenia,tetrapedia,775,48,16,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Cryptophyta,Cryptomonas,spp.,387,387,503,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Cyanobacteria,Cylindrospermopsis,raciborskii,4066,581,28,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Bacillariophyceae,Cylindrotheca,closterium,48,48,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Chlorophyta,Dictyosphaerium,pulchellum,290,48,9,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Euglenophyta,Eutreptia,spp.,242,242,358,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Pyrrhophyta,Glenodinium,danicum,48,48,28,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Bacillariophyceae,Leptocylindrus,minimus,194,48,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Chrysophyceae,Mallomonas,caudata,97,97,85,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Bacillariophyceae,Navicula,spp.,97,97,19,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Bacillariophyceae,Nitzschia,longissima,48,48,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Chlorophyta,Pandorina,morum,581,48,104,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Cyanobacteria,Polycystis,firma,2905,97,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Cyanobacteria,Pseudanabaena,spp.,31999,2759,320,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Chlorophyta,Scenedesmus,bijuga,871,339,44,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Chlorophyta,Scenedesmus,quadricauda,484,145,24,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Bacillariophyceae,Skelotonema,potamos,3292,436,198,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Chlorophyta,Spermatozoopsis,exultans,48,48,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Chlorophyta,Staurastrum,spp.,48,48,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Bacillariophyceae,Synedra,spp.,145,145,12,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Euglenophyta,Trachelomonas,spp.,145,145,334,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13281-2019,Bacillariophyceae,Undetermined centric,spp.,4841,4841,678,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Cyanobacteria,Anabaena,spiroides,2324,109,151,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Cyanobacteria,Aphanizomenon,spp.,2324,109,33,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Cyanobacteria,Aphanocapsa,delicatissima,726,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Bacillariophyceae,Aulacoseira,spp.,2759,508,552,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Bacillariophyceae,Chaetoceros,throndensenii,182,73,5,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Cyanobacteria,Chroococcus,spp.,3921,399,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Prymnesiophyceae,Chrysochromulina,spp.,871,871,456,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Chlorophyta,Coelastrum,spp.,508,145,15,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Cryptophyta,Cryptomonas,spp.,399,399,519,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Cyanobacteria,Cylindrospermopsis,raciborskii,9149,1307,64,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Bacillariophyceae,Cylindrotheca,closterium,73,73,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Euglenophyta,Eutreptia,spp.,109,109,161,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Pyrrhophyta,Heterocapsa,rotundata,36,36,9,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Cryptophyta,Komma,caudata,218,218,22,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Chrysophyceae,Mallomonas,caudata,73,73,64,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Chrysophyceae,Mallomonas,acaroides,73,73,64,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Bacillariophyceae,Nitzschia,acicularis,218,218,15,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Chlorophyta,Pediastrum,spp.,145,36,19,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Pyrrhophyta,Peridiniella,danica,145,145,87,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Cyanobacteria,Polycystis,firma,5809,109,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Cyanobacteria,Pseudanabaena,spp.,29263,2287,293,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Chlorophyta,Scenedesmus,quadricauda,545,182,27,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Chlorophyta,Scenedesmus,acuminatus,109,36,6,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Chlorophyta,Scenedesmus,bijuga,1234,472,62,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Bacillariophyceae,Skelotonema,potamos,1634,254,98,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Chlorophyta,Spermatozoopsis,exultans,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Bacillariophyceae,Synedra,spp.,327,327,26,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Chlorophyta,Tetraedron,trigonum,73,73,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Chlorophyta,Tetraedron,spp.,36,36,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Chlorophyta,Tetraedron,minimum,73,73,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Euglenophyta,Trachelomonas,spp.,290,290,667,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,10/08/19,CHOWAN,13282-2019,Bacillariophyceae,Undetermined centric,spp.,3159,3159,442,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13283-2019,Bacillariophyceae,Aulacoseira,spp.,73,36,15,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13283-2019,Cyanobacteria,Chroococcus,spp.,1525,254,1,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13283-2019,Cryptophyta,Chroomonas,spp.,254,254,64,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13283-2019,Chlorophyta,Coelastrum,spp.,145,36,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13283-2019,Cyanobacteria,Cylindrospermopsis,raciborskii,2033,290,14,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13283-2019,Raphidophyceae,Heterosigma ,species,36,36,3,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13283-2019,Chlorophyta,Nephroselmis,species,399,399,12,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13283-2019,Chrysophyceae,Paulinella,ovalis,690,690,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13283-2019,Cyanobacteria,Pseudanabaena,spp.,654,109,7,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13283-2019,Chlorophyta,Scenedesmus,quadricauda,327,109,16,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13283-2019,Chlorophyta,Scenedesmus,bijuga,1162,545,58,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13283-2019,Cryptophyta,Teleaulax,amphioxeia,1089,1089,218,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13283-2019,Euglenophyta,Trachelomonas,spp.,36,36,83,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13284-2019,Bacillariophyceae,Aulacoseira,spp.,109,36,22,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13284-2019,Cyanobacteria,Chroococcus,spp.,3413,399,2,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13284-2019,Chlorophyta,Coelastrum,spp.,290,73,9,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13284-2019,Cyanobacteria,Cylindrospermopsis,raciborskii,3558,508,25,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13284-2019,Cryptophyta,Komma,caudata,254,254,25,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13284-2019,Chlorophyta,Nephroselmis,species,508,508,15,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13284-2019,Chrysophyceae,Paulinella,ovalis,399,399,4,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13284-2019,Cyanobacteria,Pseudanabaena,spp.,2178,290,22,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13284-2019,Chlorophyta,Scenedesmus,bijuga,1162,545,58,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13284-2019,Cryptophyta,Teleaulax,amphioxeia,182,182,36,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,11/25/19,CHOWAN,13284-2019,Bacillariophyceae,Undetermined centric,spp.,617,617,86,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/04/19,CHOWAN,13285-2019,Bacillariophyceae,Aulacoseira,spp.,73,36,15,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/04/19,CHOWAN,13285-2019,Cryptophyta,Komma,caudata,581,581,58,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/04/19,CHOWAN,13285-2019,Chlorophyta,Scenedesmus,bijuga,218,109,11,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/04/19,CHOWAN,13285-2019,Chlorophyta,Selenastrum,spp.,36,36,0,36.05358,-76.68409
Chowan River,Chowan Riv at Edenton Bridge,D9490010,12/04/19,CHOWAN,13285-2019,Cryptophyta,Teleaulax,amphioxeia,363,363,73,36.05358,-76.68409
